film,datetime,sample,unique_id,characters,plot,setting,themes,overall
indiana-jones-and-the-temple-of-doom,20240627-191503,8,ctYCCaJ0,92,78,70,45,71.25
indiana-jones-and-the-temple-of-doom,20240627-192823,9,JKqifUUg,90,73,70,70,75.75
indiana-jones-and-the-temple-of-doom,20240627-194146,10,sfYiaSj2,93,80,80,0,63.25
la-la-land,20240627-174043,1,PaJlvvEJ,74,60,15,23,43.0
la-la-land,20240627-175413,2,QQkrabrb,52,62,18,25,39.25
la-la-land,20240627-180746,3,R22hkZav,61,60,16,50,46.75
la-la-land,20240627-182146,4,XFXMSYvh,57,62,16,25,40.0
la-la-land,20240627-183521,5,YZb86YwB,67,42,16,25,37.5
la-la-land,20240627-184853,6,f4LznaK5,57,63,22,40,45.5
la-la-land,20240627-190246,7,VnsGwLow,56,0,30,25,27.75
la-la-land,20240627-191623,8,yUPJCAfp,60,70,16,11,39.25
la-la-land,20240627-192947,9,xp7E21xA,75,0,15,40,32.5
la-la-land,20240627-194301,10,ZVwvlRNf,57,45,16,25,35.75
lara-croft-tomb-raider,20240627-174204,1,P7wMJmL0,77,73,60,75,71.25
lara-croft-tomb-raider,20240627-175536,2,Qj6BmSOl,80,82,48,0,52.5
lara-croft-tomb-raider,20240627-180903,3,yvDS52ao,83,85,44,40,63.0
lara-croft-tomb-raider,20240627-182304,4,AVR1mlhu,78,78,48,38,60.5
lara-croft-tomb-raider,20240627-183639,5,hkrMwLJG,74,85,40,65,66.0
lara-croft-tomb-raider,20240627-185024,6,zI4626G3,70,82,44,50,61.5
lara-croft-tomb-raider,20240627-190409,7,hzPrEKEX,70,86,40,25,55.25
lara-croft-tomb-raider,20240627-191745,8,KELqagA4,66,88,75,0,57.25
lara-croft-tomb-raider,20240627-193103,9,tYHg5UqM,85,73,60,68,71.5
lara-croft-tomb-raider,20240627-194419,10,RDSvzxrR,60,80,32,25,49.25
national-treasure,20240627-174326,1,KVqxnkWX,87,82,55,67,72.75
national-treasure,20240627-175654,2,2AjYOsoN,80,79,22,60,60.25
national-treasure,20240627-181029,3,d9eXwcXy,80,80,40,65,66.25
national-treasure,20240627-182422,4,qyT1fr33,88,0,36,45,42.25
national-treasure,20240627-183805,5,RAPytje1,80,80,27,68,63.75
national-treasure,20240627-185147,6,xIAipRFq,77,82,52,68,69.75
national-treasure,20240627-190532,7,MM7SRlNG,85,81,42,65,68.25
national-treasure,20240627-191905,8,n2eNIuDO,85,73,23,0,45.25
national-treasure,20240627-193221,9,MB9CDpra,88,78,40,55,65.25
national-treasure,20240627-194535,10,y4NyxpOA,78,80,32,68,64.5
office-space,20240627-174444,1,bHJl7B6P,60,45,28,11,36.0
office-space,20240627-175813,2,yWe2GEhz,60,50,18,5,33.25
office-space,20240627-181152,3,mIx10cDg,50,45,22,12,32.25
office-space,20240627-182543,4,CqV0dWzs,60,45,13,0,29.5
office-space,20240627-183927,5,SsjLcmLI,45,60,15,0,30.0
office-space,20240627-185326,6,zJYxueym,65,57,20,40,45.5
office-space,20240627-190652,7,by7JG0Yi,57,52,28,11,37.0
office-space,20240627-192023,8,XUj0n8q5,63,45,20,27,38.75
office-space,20240627-193340,9,MKoCf5pX,60,66,11,18,38.75
office-space,20240627-194650,10,QAoR66GA,50,46,20,0,29.0
the-mummy,20240627-174603,1,P46jO9Iy,85,86,60,68,74.75
the-mummy,20240627-175928,2,5lyaz4Ce,85,70,74,45,68.5
the-mummy,20240627-181312,3,7mSP81ek,80,86,80,68,78.5
the-mummy,20240627-182702,4,XoFDqAAE,75,66,80,0,55.25
the-mummy,20240627-184048,5,7q8w4dJ1,82,80,76,67,76.25
the-mummy,20240627-185446,6,niKKoF6h,83,0,74,0,39.25
the-mummy,20240627-190815,7,e6uhbPIj,85,70,78,67,75.0
the-mummy,20240627-192140,8,pdjQy9y6,80,80,74,40,68.5
the-mummy,20240627-193504,9,2bkonxcp,80,82,75,67,76.0
the-mummy,20240627-194809,10,u4htsqgW,100,78,82,0,65.0
titanic,20240627-174722,1,gk3D9qzm,65,70,46,50,57.75
titanic,20240627-180050,2,xODo8tvL,66,70,56,40,58.0
titanic,20240627-181439,3,ArbmMgwd,66,68,50,38,55.5
titanic,20240627-182819,4,hYs2emTz,70,70,46,28,53.5
titanic,20240627-184212,5,9ErmcqCU,60,70,60,27,54.25
titanic,20240627-185603,6,v2ceCz5F,63,0,56,25,36.0
titanic,20240627-190946,7,anwnwckM,66,68,56,25,53.75
titanic,20240627-192302,8,H7yZUO8O,66,70,46,40,55.5
titanic,20240627-193635,9,z3fVfwYs,63,0,46,40,37.25
titanic,20240627-194920,10,TYCB8nDW,62,70,44,40,54.0
