reference_film,test_film,version_number,characters-overall,characters-backstory,characters-strengths,characters-weakness,characters-psychology,characters-beliefs,characters-motivations,characters-social_dynamics,plot-overall,plot-protagonist_introduction,plot-inciting_incident,plot-rising_action,plot-climax,plot-resolution,plot-consequences,plot-final_outcome,plot-loose_ends,plot-subplots,setting-overall,setting-time_period,setting-geographical_location,setting-cultural_context,setting-social_class,setting-ideology_and_beliefs,setting-economic_and_political_context,themes-overall,themes-main_theme,themes-secondary_themes,themes-tertiary_themes,themes-resolution_main_theme,themes-resolution_secondary_themes,themes-resolution_tertiary_themes
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,14,80,60,85,65,80,90,75,70,75,80,85,80,75,80,75,80,70,85,40,10,20,30,40,50,30,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,15,80,70,80,75,85,85,80,75,75,80,85,80,85,75,70,80,70,75,40,10,20,30,40,50,30,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,16,80,70,85,65,80,90,75,70,80,90,85,80,85,80,75,85,70,80,40,10,20,30,50,40,30,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,17,80,70,80,75,85,85,80,75,75,80,85,80,75,80,75,85,70,80,40,10,20,30,50,40,30,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,18,80,80,85,75,80,85,80,75,80,85,90,80,85,80,75,85,70,80,40,20,30,40,50,60,40,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,19,80,60,85,65,80,90,85,70,75,80,85,80,75,80,75,85,70,80,40,10,20,30,50,40,30,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,20,80,70,80,75,85,85,80,75,75,80,85,80,75,80,75,85,70,80,40,20,30,40,60,50,40,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,21,80,80,85,75,85,90,85,80,80,90,85,80,85,80,75,85,70,80,40,10,20,30,50,40,30,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,22,80,60,85,65,80,90,85,70,75,80,85,80,75,70,75,80,70,80,40,60,50,50,70,60,60,80,90,85,75,85,90,80
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,23,80,70,80,75,85,85,80,75,75,80,85,80,75,80,75,85,70,80,40,20,30,40,50,50,40,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,24,80,80,85,75,85,90,85,80,80,90,85,80,85,80,75,85,70,80,40,20,30,40,50,50,40,80,90,85,75,85,90,80
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,25,80,80,85,75,85,90,85,80,75,80,85,80,75,80,75,85,70,80,40,20,30,40,60,50,40,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,26,80,80,85,75,85,90,85,80,75,80,85,80,75,80,75,85,70,80,40,10,20,30,50,40,40,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,27,80,60,85,65,80,90,85,70,80,90,85,80,85,80,75,85,70,80,40,20,30,40,50,50,40,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,28,80,70,80,75,85,85,80,75,75,80,85,80,75,70,75,80,70,80,40,10,20,30,50,40,40,80,90,85,75,85,90,80
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,29,80,70,80,75,85,85,80,75,75,80,85,80,75,80,75,85,70,85,40,10,20,30,50,40,30,80,90,85,75,85,90,80
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,30,80,70,80,70,80,85,75,75,75,80,85,80,75,70,75,80,70,85,40,20,30,40,50,50,40,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,31,80,60,85,65,80,85,75,70,75,80,85,80,75,80,75,85,70,80,40,60,50,50,60,70,60,80,90,85,75,85,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,32,80,80,85,75,80,90,85,75,75,80,85,80,75,80,75,85,70,80,40,20,30,40,60,50,40,75,80,70,65,75,80,70
elements_raiders-of-the-lost-ark_1981,national-treasure_2014,33,80,70,80,75,85,85,80,75,80,90,85,80,85,80,75,85,70,80,40,10,20,30,50,40,30,80,90,85,75,85,80,70
