reference_film,test_film,version_number,characters-overall,characters-backstory,characters-strengths,characters-weakness,characters-psychology,characters-beliefs,characters-motivations,characters-social_dynamics,plot-overall,plot-protagonist_introduction,plot-inciting_incident,plot-rising_action,plot-climax,plot-resolution,plot-consequences,plot-final_outcome,plot-loose_ends,plot-subplots,setting-overall,setting-time_period,setting-geographical_location,setting-cultural_context,setting-social_class,setting-ideology_and_beliefs,setting-economic_and_political_context,themes-overall,themes-main_theme,themes-secondary_themes,themes-tertiary_themes,themes-resolution_main_theme,themes-resolution_secondary_themes,themes-resolution_tertiary_themes
elements_raiders-of-the-lost-ark_1981,la-la-land_2016,22,80,70,75,65,80,75,85,70,70,80,75,70,80,75,70,80,70,75,40,10,20,50,60,40,30,60,70,80,70,,,
elements_raiders-of-the-lost-ark_1981,la-la-land_2016,23,80,70,75,65,80,75,85,70,70,80,75,70,80,75,70,80,65,75,40,10,20,50,60,40,30,60,70,80,70,,,
elements_raiders-of-the-lost-ark_1981,la-la-land_2016,24,80,70,75,65,80,85,75,70,75,80,85,80,75,80,70,75,70,85,40,10,20,50,60,40,30,60,70,80,70,,,
elements_raiders-of-the-lost-ark_1981,la-la-land_2016,25,80,70,75,65,80,75,80,70,70,80,75,70,80,75,70,80,70,80,40,10,20,50,70,40,30,60,70,80,70,,75.0,65.0
elements_raiders-of-the-lost-ark_1981,la-la-land_2016,26,80,70,75,65,80,75,85,70,75,80,85,80,75,70,75,80,70,85,40,10,20,50,60,40,30,60,70,80,70,75.0,75.0,70.0
elements_raiders-of-the-lost-ark_1981,la-la-land_2016,27,80,70,75,65,80,75,85,70,75,80,85,80,75,80,75,85,70,85,40,10,20,50,70,30,30,60,70,80,70,,,
elements_raiders-of-the-lost-ark_1981,la-la-land_2016,28,80,70,75,65,80,85,75,70,75,80,85,80,75,70,75,80,70,85,40,10,20,50,60,40,30,60,70,80,70,75.0,75.0,70.0
elements_raiders-of-the-lost-ark_1981,la-la-land_2016,29,80,70,75,65,80,75,85,70,75,80,85,80,75,80,75,85,70,85,40,10,20,50,70,40,30,60,70,80,70,,,
elements_raiders-of-the-lost-ark_1981,la-la-land_2016,30,80,70,75,65,80,75,85,70,75,80,85,80,75,80,75,85,70,85,40,10,20,50,60,40,30,60,70,80,70,,,
elements_raiders-of-the-lost-ark_1981,la-la-land_2016,31,80,70,75,65,80,75,85,70,75,80,85,80,75,80,75,85,70,85,40,10,20,50,70,40,30,60,70,80,70,75.0,75.0,70.0
elements_raiders-of-the-lost-ark_1981,la-la-land_2016,32,80,70,75,65,80,75,85,70,75,80,85,80,75,70,75,80,70,85,40,10,20,50,60,40,30,60,70,80,70,,,
elements_raiders-of-the-lost-ark_1981,la-la-land_2016,33,80,70,75,65,80,75,85,70,70,80,75,70,80,75,70,80,65,75,40,10,20,50,60,40,30,60,70,80,70,,,
